Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;BEVSTD__Bevoelkerungsstand__Anzahl
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358028;      Kreuzau;NAT;Nationalität;NATD;Deutsche;16554
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358028;      Kreuzau;NAT;Nationalität;NATA;Ausländer;890
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358032;      Langerwehe;NAT;Nationalität;;Insgesamt;14028
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358032;      Langerwehe;NAT;Nationalität;NATD;Deutsche;13229
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358032;      Langerwehe;NAT;Nationalität;NATA;Ausländer;799
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358036;      Linnich, Stadt;NAT;Nationalität;;Insgesamt;12662
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358036;      Linnich, Stadt;NAT;Nationalität;NATD;Deutsche;11633
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358036;      Linnich, Stadt;NAT;Nationalität;NATA;Ausländer;1029
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358040;      Merzenich;NAT;Nationalität;;Insgesamt;9885
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358040;      Merzenich;NAT;Nationalität;NATD;Deutsche;9269
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358040;      Merzenich;NAT;Nationalität;NATA;Ausländer;616
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358044;      Nideggen, Stadt;NAT;Nationalität;;Insgesamt;10001
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358044;      Nideggen, Stadt;NAT;Nationalität;NATD;Deutsche;9532
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358044;      Nideggen, Stadt;NAT;Nationalität;NATA;Ausländer;469
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358048;      Niederzier;NAT;Nationalität;;Insgesamt;14113
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358048;      Niederzier;NAT;Nationalität;NATD;Deutsche;13104
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358048;      Niederzier;NAT;Nationalität;NATA;Ausländer;1009
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358052;      Nörvenich;NAT;Nationalität;;Insgesamt;10572
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358052;      Nörvenich;NAT;Nationalität;NATD;Deutsche;9878
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358052;      Nörvenich;NAT;Nationalität;NATA;Ausländer;694
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358056;      Titz;NAT;Nationalität;;Insgesamt;8455
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358056;      Titz;NAT;Nationalität;NATD;Deutsche;7928
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358056;      Titz;NAT;Nationalität;NATA;Ausländer;527
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358060;      Vettweiß;NAT;Nationalität;;Insgesamt;9397
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358060;      Vettweiß;NAT;Nationalität;NATD;Deutsche;8797
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05358060;      Vettweiß;NAT;Nationalität;NATA;Ausländer;600
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362;    Rhein-Erft-Kreis;NAT;Nationalität;;Insgesamt;470615
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362;    Rhein-Erft-Kreis;NAT;Nationalität;NATD;Deutsche;410424
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362;    Rhein-Erft-Kreis;NAT;Nationalität;NATA;Ausländer;60191
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362004;      Bedburg, Stadt;NAT;Nationalität;;Insgesamt;23658
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362004;      Bedburg, Stadt;NAT;Nationalität;NATD;Deutsche;20922
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362004;      Bedburg, Stadt;NAT;Nationalität;NATA;Ausländer;2736
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362008;      Bergheim, Stadt;NAT;Nationalität;;Insgesamt;61601
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362008;      Bergheim, Stadt;NAT;Nationalität;NATD;Deutsche;51330
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362008;      Bergheim, Stadt;NAT;Nationalität;NATA;Ausländer;10271
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362012;      Brühl, Stadt;NAT;Nationalität;;Insgesamt;44126
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362012;      Brühl, Stadt;NAT;Nationalität;NATD;Deutsche;38377
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362012;      Brühl, Stadt;NAT;Nationalität;NATA;Ausländer;5749
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362016;      Elsdorf, Stadt;NAT;Nationalität;;Insgesamt;21807
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362016;      Elsdorf, Stadt;NAT;Nationalität;NATD;Deutsche;19342
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362016;      Elsdorf, Stadt;NAT;Nationalität;NATA;Ausländer;2465
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362020;      Erftstadt, Stadt;NAT;Nationalität;;Insgesamt;50010
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362020;      Erftstadt, Stadt;NAT;Nationalität;NATD;Deutsche;46098
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362020;      Erftstadt, Stadt;NAT;Nationalität;NATA;Ausländer;3912
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362024;      Frechen, Stadt;NAT;Nationalität;;Insgesamt;52439
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362024;      Frechen, Stadt;NAT;Nationalität;NATD;Deutsche;45466
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362024;      Frechen, Stadt;NAT;Nationalität;NATA;Ausländer;6973
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362028;      Hürth, Stadt;NAT;Nationalität;;Insgesamt;59731
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362028;      Hürth, Stadt;NAT;Nationalität;NATD;Deutsche;52047
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362028;      Hürth, Stadt;NAT;Nationalität;NATA;Ausländer;7684
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362032;      Kerpen, Stadt;NAT;Nationalität;;Insgesamt;66702
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362032;      Kerpen, Stadt;NAT;Nationalität;NATD;Deutsche;57550
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362032;      Kerpen, Stadt;NAT;Nationalität;NATA;Ausländer;9152
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362036;      Pulheim, Stadt;NAT;Nationalität;;Insgesamt;54194
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362036;      Pulheim, Stadt;NAT;Nationalität;NATD;Deutsche;49696
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362036;      Pulheim, Stadt;NAT;Nationalität;NATA;Ausländer;4498
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362040;      Wesseling, Stadt;NAT;Nationalität;;Insgesamt;36347
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362040;      Wesseling, Stadt;NAT;Nationalität;NATD;Deutsche;29596
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05362040;      Wesseling, Stadt;NAT;Nationalität;NATA;Ausländer;6751
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366;    Euskirchen, Kreis;NAT;Nationalität;;Insgesamt;193656
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366;    Euskirchen, Kreis;NAT;Nationalität;NATD;Deutsche;178495
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366;    Euskirchen, Kreis;NAT;Nationalität;NATA;Ausländer;15161
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366004;      Bad Münstereifel, Stadt;NAT;Nationalität;;Insgesamt;17440
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366004;      Bad Münstereifel, Stadt;NAT;Nationalität;NATD;Deutsche;16461
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366004;      Bad Münstereifel, Stadt;NAT;Nationalität;NATA;Ausländer;979
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366008;      Blankenheim;NAT;Nationalität;;Insgesamt;8268
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366008;      Blankenheim;NAT;Nationalität;NATD;Deutsche;7780
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366008;      Blankenheim;NAT;Nationalität;NATA;Ausländer;488
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366012;      Dahlem;NAT;Nationalität;;Insgesamt;4215
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366012;      Dahlem;NAT;Nationalität;NATD;Deutsche;3985
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366012;      Dahlem;NAT;Nationalität;NATA;Ausländer;230
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366016;      Euskirchen, Stadt;NAT;Nationalität;;Insgesamt;58381
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366016;      Euskirchen, Stadt;NAT;Nationalität;NATD;Deutsche;51974
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366016;      Euskirchen, Stadt;NAT;Nationalität;NATA;Ausländer;6407
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366020;      Hellenthal;NAT;Nationalität;;Insgesamt;7863
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366020;      Hellenthal;NAT;Nationalität;NATD;Deutsche;7345
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366020;      Hellenthal;NAT;Nationalität;NATA;Ausländer;518
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366024;      Kall;NAT;Nationalität;;Insgesamt;11191
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366024;      Kall;NAT;Nationalität;NATD;Deutsche;10564
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366024;      Kall;NAT;Nationalität;NATA;Ausländer;627
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366028;      Mechernich, Stadt;NAT;Nationalität;;Insgesamt;27714
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366028;      Mechernich, Stadt;NAT;Nationalität;NATD;Deutsche;25717
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366028;      Mechernich, Stadt;NAT;Nationalität;NATA;Ausländer;1997
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366032;      Nettersheim;NAT;Nationalität;;Insgesamt;7491
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366032;      Nettersheim;NAT;Nationalität;NATD;Deutsche;7188
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366032;      Nettersheim;NAT;Nationalität;NATA;Ausländer;303
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366036;      Schleiden, Stadt;NAT;Nationalität;;Insgesamt;13128
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366036;      Schleiden, Stadt;NAT;Nationalität;NATD;Deutsche;11839
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366036;      Schleiden, Stadt;NAT;Nationalität;NATA;Ausländer;1289
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366040;      Weilerswist;NAT;Nationalität;;Insgesamt;17633
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366040;      Weilerswist;NAT;Nationalität;NATD;Deutsche;16345
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366040;      Weilerswist;NAT;Nationalität;NATA;Ausländer;1288
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366044;      Zülpich, Stadt;NAT;Nationalität;;Insgesamt;20332
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366044;      Zülpich, Stadt;NAT;Nationalität;NATD;Deutsche;19297
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05366044;      Zülpich, Stadt;NAT;Nationalität;NATA;Ausländer;1035
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370;    Heinsberg, Kreis;NAT;Nationalität;;Insgesamt;255555
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370;    Heinsberg, Kreis;NAT;Nationalität;NATD;Deutsche;225028
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370;    Heinsberg, Kreis;NAT;Nationalität;NATA;Ausländer;30527
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370004;      Erkelenz, Stadt;NAT;Nationalität;;Insgesamt;43206
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370004;      Erkelenz, Stadt;NAT;Nationalität;NATD;Deutsche;40112
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370004;      Erkelenz, Stadt;NAT;Nationalität;NATA;Ausländer;3094
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370008;      Gangelt;NAT;Nationalität;;Insgesamt;12576
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370008;      Gangelt;NAT;Nationalität;NATD;Deutsche;10525
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370008;      Gangelt;NAT;Nationalität;NATA;Ausländer;2051
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370012;      Geilenkirchen, Stadt;NAT;Nationalität;;Insgesamt;27470
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370012;      Geilenkirchen, Stadt;NAT;Nationalität;NATD;Deutsche;24293
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370012;      Geilenkirchen, Stadt;NAT;Nationalität;NATA;Ausländer;3177
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370016;      Heinsberg, Stadt;NAT;Nationalität;;Insgesamt;42236
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370016;      Heinsberg, Stadt;NAT;Nationalität;NATD;Deutsche;36730
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370016;      Heinsberg, Stadt;NAT;Nationalität;NATA;Ausländer;5506
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370020;      Hückelhoven, Stadt;NAT;Nationalität;;Insgesamt;40245
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370020;      Hückelhoven, Stadt;NAT;Nationalität;NATD;Deutsche;34816
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370020;      Hückelhoven, Stadt;NAT;Nationalität;NATA;Ausländer;5429
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370024;      Selfkant;NAT;Nationalität;;Insgesamt;10137
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370024;      Selfkant;NAT;Nationalität;NATD;Deutsche;6283
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370024;      Selfkant;NAT;Nationalität;NATA;Ausländer;3854
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370028;      Übach-Palenberg, Stadt;NAT;Nationalität;;Insgesamt;24044
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370028;      Übach-Palenberg, Stadt;NAT;Nationalität;NATD;Deutsche;21440
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370028;      Übach-Palenberg, Stadt;NAT;Nationalität;NATA;Ausländer;2604
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370032;      Waldfeucht;NAT;Nationalität;;Insgesamt;8842
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370032;      Waldfeucht;NAT;Nationalität;NATD;Deutsche;7755
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370032;      Waldfeucht;NAT;Nationalität;NATA;Ausländer;1087
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370036;      Wassenberg, Stadt;NAT;Nationalität;;Insgesamt;18630
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370036;      Wassenberg, Stadt;NAT;Nationalität;NATD;Deutsche;16961
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370036;      Wassenberg, Stadt;NAT;Nationalität;NATA;Ausländer;1669
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370040;      Wegberg, Stadt;NAT;Nationalität;;Insgesamt;28169
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370040;      Wegberg, Stadt;NAT;Nationalität;NATD;Deutsche;26113
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05370040;      Wegberg, Stadt;NAT;Nationalität;NATA;Ausländer;2056
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374;    Oberbergischer Kreis;NAT;Nationalität;;Insgesamt;272057
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374;    Oberbergischer Kreis;NAT;Nationalität;NATD;Deutsche;245306
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374;    Oberbergischer Kreis;NAT;Nationalität;NATA;Ausländer;26751
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374004;      Bergneustadt, Stadt;NAT;Nationalität;;Insgesamt;18677
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374004;      Bergneustadt, Stadt;NAT;Nationalität;NATD;Deutsche;15426
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374004;      Bergneustadt, Stadt;NAT;Nationalität;NATA;Ausländer;3251
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374008;      Engelskirchen;NAT;Nationalität;;Insgesamt;19298
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374008;      Engelskirchen;NAT;Nationalität;NATD;Deutsche;17441
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374008;      Engelskirchen;NAT;Nationalität;NATA;Ausländer;1857
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374012;      Gummersbach, Stadt;NAT;Nationalität;;Insgesamt;50952
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374012;      Gummersbach, Stadt;NAT;Nationalität;NATD;Deutsche;44334
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374012;      Gummersbach, Stadt;NAT;Nationalität;NATA;Ausländer;6618
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374016;      Hückeswagen, Stadt;NAT;Nationalität;;Insgesamt;14958
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374016;      Hückeswagen, Stadt;NAT;Nationalität;NATD;Deutsche;13693
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374016;      Hückeswagen, Stadt;NAT;Nationalität;NATA;Ausländer;1265
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374020;      Lindlar;NAT;Nationalität;;Insgesamt;21315
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374020;      Lindlar;NAT;Nationalität;NATD;Deutsche;19803
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374020;      Lindlar;NAT;Nationalität;NATA;Ausländer;1512
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374024;      Marienheide;NAT;Nationalität;;Insgesamt;13522
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374024;      Marienheide;NAT;Nationalität;NATD;Deutsche;12352
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374024;      Marienheide;NAT;Nationalität;NATA;Ausländer;1170
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374028;      Morsbach;NAT;Nationalität;;Insgesamt;10138
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374028;      Morsbach;NAT;Nationalität;NATD;Deutsche;9437
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2019;GEMEIN;Gemeinden;05374028;      Morsbach;NAT;Nationalität;NATA;Ausländer;701
